model,video_id,frame_idx,field,matched_class,matched_term,context,detected_in_frame
minicpm45,CLIP1_normal_assembly,78,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,78,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,78,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,79,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,79,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,79,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,8,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,8,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,8,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,80,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,80,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,80,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,81,action,hand,손,CPU 케이스 뒷면의 전원 케이블 연결 부분에 손가락으로 터치함,False
minicpm45,CLIP1_normal_assembly,84,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,85,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,85,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,85,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,86,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,86,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,86,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,88,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,88,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,88,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,89,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,89,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,89,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,9,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,9,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,9,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,90,action,monitor,모니터,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,monitor,모니터,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,monitor,모니터,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,monitor,모니터,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,hand,손,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,hand,손,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,hand,손,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,hand,손,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,90,action,hand,손,"모니터가 뒤로 기울어져 있는 상태를 관찰하고 있다. 왼쪽 손가락(오른쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 오른쪽 손가락(왼쪽에 보이는 손가락)이 모니터 밑면에 가까우며, 두 손가락이 모니터 밑면에 약간 대고 있는 듯하다.",False
minicpm45,CLIP1_normal_assembly,91,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,91,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,91,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,95,action,monitor,모니터,모니터가 기울어져 있다. 왼쪽 손으로 모니터 밑면을 잡고 있다.,False
minicpm45,CLIP1_normal_assembly,95,action,monitor,모니터,모니터가 기울어져 있다. 왼쪽 손으로 모니터 밑면을 잡고 있다.,False
minicpm45,CLIP1_normal_assembly,95,action,hand,손,모니터가 기울어져 있다. 왼쪽 손으로 모니터 밑면을 잡고 있다.,False
minicpm45,CLIP2_0704,14,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,14,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,20,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP2_0704,20,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,20,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,23,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP2_0704,23,tools_or_parts,RAM,RAM,RAM,False
minicpm45,CLIP2_0704,25,action,hand,손,GPU(그래픽 카드)에 손을 대고 있다,False
minicpm45,CLIP2_0704,26,tools_or_parts,RAM,RAM,RAM,False
minicpm45,CLIP2_0704,34,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,34,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,34,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,35,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,35,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,35,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,36,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,37,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,37,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,37,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,38,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,38,tools_or_parts,RAM,RAM,RAM,False
minicpm45,CLIP2_0704,39,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,39,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,41,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,42,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,42,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,43,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,43,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,43,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,44,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,44,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,45,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,45,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,46,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,46,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,47,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,47,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,47,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,48,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,48,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP2_0704,48,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP2_0704,49,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,50,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,51,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,52,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,53,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,54,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,55,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP2_0704,56,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,0,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP3_before_reboot_0704,1,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,10,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,11,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,11,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP3_before_reboot_0704,12,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,13,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,13,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP3_before_reboot_0704,14,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,15,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,16,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,17,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,18,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,19,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,2,action,RAM,RAM 모듈,RAM 모듈을 보고 있다,False
minicpm45,CLIP3_before_reboot_0704,2,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP3_before_reboot_0704,20,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,21,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,22,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,23,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,24,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,25,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,26,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,27,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,28,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,29,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,30,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,31,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착ing,False
minicpm45,CLIP3_before_reboot_0704,32,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,33,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,34,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,35,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,36,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,37,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP3_before_reboot_0704,37,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP3_before_reboot_0704,38,action,RAM,RAM 모듈,RAM 모듈을 손으로 들고 확인하는 중,False
minicpm45,CLIP3_before_reboot_0704,38,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP3_before_reboot_0704,39,action,RAM,RAM 모듈,RAM 모듈을 손으로 들고 확인하는 중,False
minicpm45,CLIP3_before_reboot_0704,39,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP3_before_reboot_0704,4,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,40,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,41,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,42,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,43,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,44,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,44,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP3_before_reboot_0704,45,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,46,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,47,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,48,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,48,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP3_before_reboot_0704,49,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,5,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,50,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,51,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP3_before_reboot_0704,51,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP3_before_reboot_0704,52,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,52,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP3_before_reboot_0704,52,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP3_before_reboot_0704,53,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP3_before_reboot_0704,54,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,6,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,7,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,7,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP3_before_reboot_0704,8,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP3_before_reboot_0704,9,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP4_reboot_bios,10,action,hand,손,"모니터와 키보드, 마우스가 테이블 위에 놓여 있고, 왼쪽 손가락으로 테이블 가장자리에 손을 올려놓은 상태입니다.",False
minicpm45,CLIP4_reboot_bios,10,action,hand,손,"모니터와 키보드, 마우스가 테이블 위에 놓여 있고, 왼쪽 손가락으로 테이블 가장자리에 손을 올려놓은 상태입니다.",False
minicpm45,CLIP4_reboot_bios,11,tools_or_parts,monitor,모니터,DELL 모니터,False
minicpm45,CLIP4_reboot_bios,14,action,monitor,컴퓨터 모니터,"컴퓨터 모니터와 키보드, 마우스가 테이블 위에 놓여 있습니다. 모니터는 'DELL' 로고를 표시합니다.",False
minicpm45,CLIP4_reboot_bios,14,action,monitor,모니터,"컴퓨터 모니터와 키보드, 마우스가 테이블 위에 놓여 있습니다. 모니터는 'DELL' 로고를 표시합니다.",False
minicpm45,CLIP4_reboot_bios,14,tools_or_parts,monitor,모니터,DELL 모니터,False
minicpm45,CLIP4_reboot_bios,25,action,hand,손,컴퓨터 키보드에 손을 올려 computer를 켜거나 끄는 중,False
minicpm45,CLIP4_reboot_bios,39,action,hand,손,컴퓨터 키보드에 손을 올려 computer를 켜거나 끄는 중,False
